Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5856,36
Datteln,2770,12
Dorsten,4677,30
Gladbeck,7770,34
Haltern am See,1817,9
Herten,5802,29
Marl,6968,32
Oer-Erkenschwick,2754,17
Recklinghausen,10295,53
Waltrop,1987,9
