Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4312,1
Datteln,2047,0
Dorsten,3294,1
Gladbeck,5804,4
Haltern am See,1117,0
Herten,4078,0
Marl,5162,2
Oer-Erkenschwick,1963,2
Recklinghausen,7290,3
Waltrop,1433,1
