Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5001,9
Datteln,2441,5
Dorsten,3763,20
Gladbeck,6598,21
Haltern am See,1391,6
Herten,4841,18
Marl,6045,22
Oer-Erkenschwick,2276,17
Recklinghausen,8550,29
Waltrop,1712,10
