Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3976,8
Datteln,1859,0
Dorsten,2979,5
Gladbeck,5032,5
Haltern am See,1027,2
Herten,3669,22
Marl,4499,20
Oer-Erkenschwick,1784,0
Recklinghausen,6305,14
Waltrop,1330,3
