Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3887,0
Datteln,1844,3
Dorsten,2923,4
Gladbeck,4907,0
Haltern am See,1007,0
Herten,3574,0
Marl,4427,1
Oer-Erkenschwick,1765,0
Recklinghausen,6220,3
Waltrop,1322,0
