Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4047,23
Datteln,1885,5
Dorsten,3072,34
Gladbeck,5219,50
Haltern am See,1051,7
Herten,3762,21
Marl,4647,30
Oer-Erkenschwick,1812,8
Recklinghausen,6511,38
Waltrop,1341,5
