Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4214,1
Datteln,1952,2
Dorsten,3183,0
Gladbeck,5493,6
Haltern am See,1084,0
Herten,3912,1
Marl,4900,1
Oer-Erkenschwick,1867,0
Recklinghausen,6879,0
Waltrop,1381,1
