Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4213,2
Datteln,1950,2
Dorsten,3183,0
Gladbeck,5487,1
Haltern am See,1084,1
Herten,3911,1
Marl,4899,6
Oer-Erkenschwick,1867,2
Recklinghausen,6879,4
Waltrop,1380,0
