Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4624,15
Datteln,2280,6
Dorsten,3487,12
Gladbeck,6188,18
Haltern am See,1221,10
Herten,4436,17
Marl,5572,23
Oer-Erkenschwick,2144,6
Recklinghausen,7897,29
Waltrop,1546,6
