Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3872,0
Datteln,1826,0
Dorsten,2906,0
Gladbeck,4874,1
Haltern am See,1002,0
Herten,3556,0
Marl,4411,0
Oer-Erkenschwick,1761,0
Recklinghausen,6193,0
Waltrop,1314,0
