Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4144,2
Datteln,1931,0
Dorsten,3153,3
Gladbeck,5405,0
Haltern am See,1079,0
Herten,3863,8
Marl,4806,7
Oer-Erkenschwick,1843,3
Recklinghausen,6726,3
Waltrop,1365,0
