Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3873,0
Datteln,1831,0
Dorsten,2908,0
Gladbeck,4883,2
Haltern am See,1003,0
Herten,3565,0
Marl,4413,0
Oer-Erkenschwick,1761,0
Recklinghausen,6195,0
Waltrop,1315,0
