Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4185,20
Datteln,1947,3
Dorsten,3179,12
Gladbeck,5457,14
Haltern am See,1082,1
Herten,3893,8
Marl,4861,22
Oer-Erkenschwick,1858,2
Recklinghausen,6816,31
Waltrop,1377,5
