Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4719,13
Datteln,2333,11
Dorsten,3557,15
Gladbeck,6271,25
Haltern am See,1276,17
Herten,4587,28
Marl,5699,24
Oer-Erkenschwick,2175,7
Recklinghausen,8135,47
Waltrop,1608,10
