Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5242,11
Datteln,2551,10
Dorsten,3998,2
Gladbeck,7018,37
Haltern am See,1510,2
Herten,5151,16
Marl,6331,7
Oer-Erkenschwick,2412,7
Recklinghausen,9025,20
Waltrop,1799,5
