Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3878,0
Datteln,1832,0
Dorsten,2911,0
Gladbeck,4888,1
Haltern am See,1004,1
Herten,3568,0
Marl,4414,0
Oer-Erkenschwick,1762,1
Recklinghausen,6199,1
Waltrop,1318,3
