Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3873,0
Datteln,1826,2
Dorsten,2896,0
Gladbeck,4864,1
Haltern am See,1000,0
Herten,3553,1
Marl,4411,2
Oer-Erkenschwick,1758,3
Recklinghausen,6169,2
Waltrop,1317,0
