Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3952,4
Datteln,1858,1
Dorsten,2962,0
Gladbeck,5007,4
Haltern am See,1022,1
Herten,3622,0
Marl,4462,6
Oer-Erkenschwick,1780,6
Recklinghausen,6262,4
Waltrop,1326,0
