Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3997,12
Datteln,1861,1
Dorsten,3005,5
Gladbeck,5075,13
Haltern am See,1035,1
Herten,3695,10
Marl,4551,21
Oer-Erkenschwick,1792,2
Recklinghausen,6370,36
Waltrop,1332,2
