Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5355,18
Datteln,2591,8
Dorsten,4095,20
Gladbeck,7205,41
Haltern am See,1562,19
Herten,5289,32
Marl,6432,22
Oer-Erkenschwick,2513,24
Recklinghausen,9210,43
Waltrop,1831,6
