Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4551,11
Datteln,2245,5
Dorsten,3447,16
Gladbeck,6127,17
Haltern am See,1191,3
Herten,4356,22
Marl,5499,15
Oer-Erkenschwick,2109,7
Recklinghausen,7800,26
Waltrop,1531,8
