Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3880,0
Datteln,1835,1
Dorsten,2912,0
Gladbeck,4895,3
Haltern am See,1005,0
Herten,3572,3
Marl,4419,2
Oer-Erkenschwick,1761,0
Recklinghausen,6208,4
Waltrop,1321,2
