Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4609,27
Datteln,2274,19
Dorsten,3475,12
Gladbeck,6170,18
Haltern am See,1211,7
Herten,4419,41
Marl,5549,19
Oer-Erkenschwick,2138,14
Recklinghausen,7868,31
Waltrop,1540,5
