Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3872,0
Datteln,1826,0
Dorsten,2902,1
Gladbeck,4868,1
Haltern am See,1002,0
Herten,3553,2
Marl,4410,0
Oer-Erkenschwick,1761,0
Recklinghausen,6188,1
Waltrop,1314,0
