Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3980,4
Datteln,1860,1
Dorsten,2991,12
Gladbeck,5046,15
Haltern am See,1032,5
Herten,3678,7
Marl,4516,13
Oer-Erkenschwick,1786,2
Recklinghausen,6313,8
Waltrop,1330,0
