Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4362,6
Datteln,2107,6
Dorsten,3333,10
Gladbeck,5884,12
Haltern am See,1127,2
Herten,4160,18
Marl,5256,36
Oer-Erkenschwick,2011,11
Recklinghausen,7416,28
Waltrop,1456,9
