Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3873,1
Datteln,1830,0
Dorsten,2908,0
Gladbeck,4879,0
Haltern am See,1003,0
Herten,3561,0
Marl,4413,0
Oer-Erkenschwick,1761,0
Recklinghausen,6194,0
Waltrop,1315,0
