Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5102,16
Datteln,2483,6
Dorsten,3850,15
Gladbeck,6752,20
Haltern am See,1448,6
Herten,4977,22
Marl,6182,18
Oer-Erkenschwick,2320,6
Recklinghausen,8754,41
Waltrop,1756,10
