Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4987,13
Datteln,2430,9
Dorsten,3730,17
Gladbeck,6552,27
Haltern am See,1376,1
Herten,4801,16
Marl,5992,28
Oer-Erkenschwick,2253,8
Recklinghausen,8500,29
Waltrop,1693,6
