Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3877,2
Datteln,1827,1
Dorsten,2899,0
Gladbeck,4864,0
Haltern am See,1002,2
Herten,3555,1
Marl,4413,0
Oer-Erkenschwick,1759,1
Recklinghausen,6175,2
Waltrop,1317,0
