Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3905,2
Datteln,1844,0
Dorsten,2930,2
Gladbeck,4932,9
Haltern am See,1010,1
Herten,3578,1
Marl,4444,0
Oer-Erkenschwick,1766,0
Recklinghausen,6231,2
Waltrop,1323,0
