Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3929,4
Datteln,1851,0
Dorsten,2955,4
Gladbeck,4979,17
Haltern am See,1016,4
Herten,3607,6
Marl,4455,3
Oer-Erkenschwick,1768,0
Recklinghausen,6241,0
Waltrop,1324,1
