Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5648,30
Datteln,2696,10
Dorsten,4461,29
Gladbeck,7584,25
Haltern am See,1740,11
Herten,5599,31
Marl,6730,20
Oer-Erkenschwick,2678,5
Recklinghausen,9909,52
Waltrop,1930,2
