Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3866,3
Datteln,1823,0
Dorsten,2891,0
Gladbeck,4858,2
Haltern am See,998,0
Herten,3535,7
Marl,4399,2
Oer-Erkenschwick,1747,1
Recklinghausen,6151,6
Waltrop,1317,0
