Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5494,11
Datteln,2639,2
Dorsten,4281,11
Gladbeck,7453,9
Haltern am See,1650,5
Herten,5442,10
Marl,6573,11
Oer-Erkenschwick,2615,4
Recklinghausen,9525,12
Waltrop,1884,4
