Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4094,7
Datteln,1909,4
Dorsten,3103,6
Gladbeck,5306,7
Haltern am See,1063,3
Herten,3789,3
Marl,4706,6
Oer-Erkenschwick,1824,2
Recklinghausen,6607,16
Waltrop,1350,1
