Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4706,30
Datteln,2322,8
Dorsten,3542,13
Gladbeck,6246,16
Haltern am See,1259,8
Herten,4559,40
Marl,5675,36
Oer-Erkenschwick,2168,3
Recklinghausen,8088,55
Waltrop,1598,20
