Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5400,11
Datteln,2601,1
Dorsten,4154,28
Gladbeck,7306,38
Haltern am See,1579,5
Herten,5332,9
Marl,6458,10
Oer-Erkenschwick,2545,8
Recklinghausen,9282,29
Waltrop,1846,5
