Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3885,4
Datteln,1837,2
Dorsten,2913,1
Gladbeck,4900,3
Haltern am See,1006,1
Herten,3575,1
Marl,4423,3
Oer-Erkenschwick,1765,0
Recklinghausen,6210,1
Waltrop,1321,0
