Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3892,3
Datteln,1844,0
Dorsten,2926,1
Gladbeck,4911,3
Haltern am See,1009,0
Herten,3577,2
Marl,4436,4
Oer-Erkenschwick,1765,0
Recklinghausen,6225,1
Waltrop,1322,0
