Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4379,17
Datteln,2121,14
Dorsten,3345,12
Gladbeck,5893,9
Haltern am See,1133,6
Herten,4171,11
Marl,5263,7
Oer-Erkenschwick,2018,7
Recklinghausen,7430,14
Waltrop,1463,7
