Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5115,13
Datteln,2501,18
Dorsten,3887,37
Gladbeck,6815,63
Haltern am See,1463,15
Herten,4999,22
Marl,6212,30
Oer-Erkenschwick,2333,13
Recklinghausen,8804,50
Waltrop,1773,17
