Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4219,5
Datteln,1955,3
Dorsten,3187,4
Gladbeck,5513,20
Haltern am See,1085,1
Herten,3925,13
Marl,4909,9
Oer-Erkenschwick,1868,1
Recklinghausen,6897,18
Waltrop,1384,3
