Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3872,0
Datteln,1826,0
Dorsten,2904,0
Gladbeck,4870,2
Haltern am See,1002,0
Herten,3555,0
Marl,4410,0
Oer-Erkenschwick,1761,0
Recklinghausen,6190,0
Waltrop,1314,0
