Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4555,4
Datteln,2246,1
Dorsten,3450,3
Gladbeck,6132,5
Haltern am See,1194,3
Herten,4361,5
Marl,5501,2
Oer-Erkenschwick,2109,0
Recklinghausen,7807,7
Waltrop,1532,1
