Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4238,0
Datteln,1976,0
Dorsten,3213,3
Gladbeck,5583,3
Haltern am See,1091,1
Herten,3968,1
Marl,4988,0
Oer-Erkenschwick,1884,1
Recklinghausen,6975,4
Waltrop,1390,0
