Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4841,27
Datteln,2368,7
Dorsten,3619,17
Gladbeck,6376,32
Haltern am See,1319,11
Herten,4691,27
Marl,5829,35
Oer-Erkenschwick,2208,13
Recklinghausen,8294,28
Waltrop,1642,3
