Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3861,1
Datteln,1821,0
Dorsten,2889,0
Gladbeck,4848,0
Haltern am See,998,0
Herten,3525,0
Marl,4392,2
Oer-Erkenschwick,1746,0
Recklinghausen,6141,0
Waltrop,1317,0
