Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3872,0
Datteln,1826,0
Dorsten,2901,1
Gladbeck,4867,1
Haltern am See,1002,0
Herten,3551,1
Marl,4410,2
Oer-Erkenschwick,1761,2
Recklinghausen,6187,4
Waltrop,1314,1
