Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5027,26
Datteln,2453,12
Dorsten,3785,22
Gladbeck,6628,30
Haltern am See,1410,19
Herten,4863,22
Marl,6077,32
Oer-Erkenschwick,2286,10
Recklinghausen,8592,42
Waltrop,1719,7
