Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4347,3
Datteln,2089,2
Dorsten,3315,1
Gladbeck,5861,2
Haltern am See,1124,0
Herten,4130,4
Marl,5212,5
Oer-Erkenschwick,1995,0
Recklinghausen,7376,1
Waltrop,1440,0
