Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4503,22
Datteln,2202,17
Dorsten,3410,12
Gladbeck,6053,24
Haltern am See,1175,7
Herten,4293,11
Marl,5437,23
Oer-Erkenschwick,2078,17
Recklinghausen,7676,34
Waltrop,1506,2
