Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4238,1
Datteln,1976,3
Dorsten,3210,3
Gladbeck,5580,7
Haltern am See,1090,0
Herten,3967,0
Marl,4988,3
Oer-Erkenschwick,1883,0
Recklinghausen,6971,1
Waltrop,1390,1
