Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3878,2
Datteln,1832,1
Dorsten,2911,0
Gladbeck,4887,1
Haltern am See,1003,0
Herten,3568,2
Marl,4414,0
Oer-Erkenschwick,1761,0
Recklinghausen,6198,0
Waltrop,1315,0
