Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3976,0
Datteln,1859,0
Dorsten,2979,0
Gladbeck,5031,0
Haltern am See,1027,0
Herten,3671,2
Marl,4503,4
Oer-Erkenschwick,1784,0
Recklinghausen,6305,0
Waltrop,1330,0
