Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4814,36
Datteln,2361,8
Dorsten,3602,14
Gladbeck,6344,23
Haltern am See,1308,13
Herten,4664,25
Marl,5794,27
Oer-Erkenschwick,2195,4
Recklinghausen,8266,48
Waltrop,1639,11
