Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5560,14
Datteln,2662,6
Dorsten,4351,27
Gladbeck,7510,29
Haltern am See,1688,7
Herten,5506,28
Marl,6634,22
Oer-Erkenschwick,2637,11
Recklinghausen,9698,72
Waltrop,1907,11
