Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5755,23
Datteln,2730,10
Dorsten,4578,24
Gladbeck,7681,27
Haltern am See,1780,7
Herten,5693,16
Marl,6848,29
Oer-Erkenschwick,2715,8
Recklinghausen,10123,39
Waltrop,1952,5
