Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4142,1
Datteln,1931,0
Dorsten,3150,6
Gladbeck,5405,4
Haltern am See,1079,1
Herten,3855,3
Marl,4799,5
Oer-Erkenschwick,1840,0
Recklinghausen,6723,5
Waltrop,1365,0
