Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4252,0
Datteln,1993,0
Dorsten,3246,2
Gladbeck,5660,2
Haltern am See,1100,0
Herten,4004,0
Marl,5061,5
Oer-Erkenschwick,1899,1
Recklinghausen,7092,4
Waltrop,1408,0
