Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3872,0
Datteln,1826,0
Dorsten,2907,1
Gladbeck,4876,2
Haltern am See,1002,0
Herten,3558,2
Marl,4412,1
Oer-Erkenschwick,1760,0
Recklinghausen,6193,0
Waltrop,1314,0
