Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3913,2
Datteln,1846,1
Dorsten,2937,2
Gladbeck,4946,0
Haltern am See,1011,0
Herten,3587,0
Marl,4450,2
Oer-Erkenschwick,1766,0
Recklinghausen,6236,0
Waltrop,1323,0
