Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3965,10
Datteln,1859,0
Dorsten,2972,7
Gladbeck,5023,10
Haltern am See,1022,0
Herten,3639,4
Marl,4475,8
Oer-Erkenschwick,1783,2
Recklinghausen,6281,13
Waltrop,1326,0
