Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4481,5
Datteln,2185,2
Dorsten,3398,0
Gladbeck,6029,4
Haltern am See,1168,2
Herten,4282,2
Marl,5414,4
Oer-Erkenschwick,2061,2
Recklinghausen,7642,7
Waltrop,1504,0
